muni_j,name_j,muni_vote,party_j,ken,kucode
市川市（５区）,岡野　じゅんこ,27076,希望の党,12,5
浦安市,岡野　じゅんこ,13039,希望の党,12,5
市川市（６区）,遠藤　のぶひこ,6638,希望の党,12,6
松戸市（６区）,遠藤　のぶひこ,17063,希望の党,12,6
市川市（６区）,生方　幸夫,17452,立憲民主党,12,6
松戸市（６区）,生方　幸夫,47829,立憲民主党,12,6
市川市（６区）,渡辺　ひろみち,21526,自由民主党,12,6
松戸市（６区）,渡辺　ひろみち,54797,自由民主党,12,6
市川市（６区）,星　けんたろう,2809,日本維新の会,12,6
松戸市（６区）,星　けんたろう,7336,日本維新の会,12,6
松戸市（７区）,わたなべ　隆夫　,5361,日本共産党,12,7
野田市,わたなべ　隆夫　,3884,日本共産党,12,7
流山市,わたなべ　隆夫　,5780,日本共産党,12,7
松戸市（７区）,さいとう　健,38061,自由民主党,12,7
野田市,さいとう　健,33149,自由民主党,12,7
流山市,さいとう　健,44521,自由民主党,12,7
松戸市（７区）,石塚　さだみち,17875,立憲民主党,12,7
野田市,石塚　さだみち,14267,立憲民主党,12,7
流山市,石塚　さだみち,19634,立憲民主党,12,7
松戸市（７区）,はたの　里奈,9643,希望の党,12,7
野田市,はたの　里奈,8628,希望の党,12,7
流山市,はたの　里奈,11435,希望の党,12,7
柏市（８区）,桜田　よしたか,71446,自由民主党,12,8
我孫子市,桜田　よしたか,28669,自由民主党,12,8
柏市（８区）,小野里　ていりょう,23734,日本共産党,12,8
我孫子市,小野里　ていりょう,10018,日本共産党,12,8
柏市（８区）,太田　かずみ,50360,希望の党,12,8
我孫子市,太田　かずみ,21108,希望の党,12,8
千葉市若葉区,秋本　まさとし,27044,自由民主党,12,9
佐倉市,秋本　まさとし,34488,自由民主党,12,9
四街道市,秋本　まさとし,17686,自由民主党,12,9
八街市,秋本　まさとし,12962,自由民主党,12,9
千葉市若葉区,かもしだ　安代,8009,日本共産党,12,9
佐倉市,かもしだ　安代,12199,日本共産党,12,9
四街道市,かもしだ　安代,5148,日本共産党,12,9
八街市,かもしだ　安代,3132,日本共産党,12,9
千葉市若葉区,おくの　総一郎,21169,希望の党,12,9
佐倉市,おくの　総一郎,30533,希望の党,12,9
四街道市,おくの　総一郎,14908,希望の党,12,9
八街市,おくの　総一郎,9722,希望の党,12,9
銚子市,林　幹雄,13420,自由民主党,12,10
成田市,林　幹雄,25564,自由民主党,12,10
旭市,林　幹雄,13635,自由民主党,12,10
匝瑳市,林　幹雄,8203,自由民主党,12,10
香取市,林　幹雄,15532,自由民主党,12,10
神崎町,林　幹雄,1528,自由民主党,12,10
多古町,林　幹雄,3759,自由民主党,12,10
東庄町,林　幹雄,4522,自由民主党,12,10
横芝光町（10区）,林　幹雄,2235,自由民主党,12,10
銚子市,笠原　正実,2071,日本共産党,12,10
成田市,笠原　正実,4902,日本共産党,12,10
旭市,笠原　正実,1486,日本共産党,12,10
匝瑳市,笠原　正実,1044,日本共産党,12,10
香取市,笠原　正実,2013,日本共産党,12,10
神崎町,笠原　正実,236,日本共産党,12,10
多古町,笠原　正実,401,日本共産党,12,10
東庄町,笠原　正実,278,日本共産党,12,10
横芝光町（10区）,笠原　正実,327,日本共産党,12,10
銚子市,谷田川　はじめ　,8139,希望の党,12,10
成田市,谷田川　はじめ　,17612,希望の党,12,10
旭市,谷田川　はじめ　,9884,希望の党,12,10
匝瑳市,谷田川　はじめ　,5833,希望の党,12,10
香取市,谷田川　はじめ　,15340,希望の党,12,10
神崎町,谷田川　はじめ　,1230,希望の党,12,10
多古町,谷田川　はじめ　,2840,希望の党,12,10
東庄町,谷田川　はじめ　,2069,希望の党,12,10
横芝光町（10区）,谷田川　はじめ　,2309,希望の党,12,10
茂原市,たがや　亮　,10857,希望の党,12,11
東金市,たがや　亮　,6200,希望の党,12,11
勝浦市,たがや　亮　,1547,希望の党,12,11
山武市,たがや　亮　,5159,希望の党,12,11
いすみ市,たがや　亮　,4013,希望の党,12,11
大網白里市,たがや　亮　,5663,希望の党,12,11
九十九里町,たがや　亮　,1476,希望の党,12,11
芝山町,たがや　亮　,714,希望の党,12,11
横芝光町（11区）,たがや　亮　,1220,希望の党,12,11
一宮町,たがや　亮　,1575,希望の党,12,11
睦沢町,たがや　亮　,802,希望の党,12,11
長生村,たがや　亮　,1469,希望の党,12,11
白子町,たがや　亮　,1204,希望の党,12,11
長柄町,たがや　亮　,863,希望の党,12,11
長南町,たがや　亮　,867,希望の党,12,11
大多喜町,たがや　亮　,857,希望の党,12,11
御宿町,たがや　亮　,859,希望の党,12,11
茂原市,森　英介,19567,自由民主党,12,11
東金市,森　英介,13835,自由民主党,12,11
勝浦市,森　英介,5074,自由民主党,12,11
山武市,森　英介,12813,自由民主党,12,11
いすみ市,森　英介,9450,自由民主党,12,11
大網白里市,森　英介,11850,自由民主党,12,11
九十九里町,森　英介,4076,自由民主党,12,11
芝山町,森　英介,1890,自由民主党,12,11
横芝光町（11区）,森　英介,3703,自由民主党,12,11
一宮町,森　英介,3065,自由民主党,12,11
睦沢町,森　英介,1979,自由民主党,12,11
長生村,森　英介,3867,自由民主党,12,11
白子町,森　英介,3012,自由民主党,12,11
長柄町,森　英介,2018,自由民主党,12,11
長南町,森　英介,2591,自由民主党,12,11
大多喜町,森　英介,3061,自由民主党,12,11
御宿町,森　英介,2068,自由民主党,12,11
茂原市,椎名　史明　,4912,日本共産党,12,11
東金市,椎名　史明　,3421,日本共産党,12,11
勝浦市,椎名　史明　,994,日本共産党,12,11
山武市,椎名　史明　,2810,日本共産党,12,11
いすみ市,椎名　史明　,2317,日本共産党,12,11
大網白里市,椎名　史明　,3378,日本共産党,12,11
九十九里町,椎名　史明　,852,日本共産党,12,11
芝山町,椎名　史明　,328,日本共産党,12,11
横芝光町（11区）,椎名　史明　,545,日本共産党,12,11
一宮町,椎名　史明　,798,日本共産党,12,11
睦沢町,椎名　史明　,401,日本共産党,12,11
長生村,椎名　史明　,888,日本共産党,12,11
白子町,椎名　史明　,625,日本共産党,12,11
長柄町,椎名　史明　,334,日本共産党,12,11
長南町,椎名　史明　,360,日本共産党,12,11
大多喜町,椎名　史明　,482,日本共産党,12,11
御宿町,椎名　史明　,523,日本共産党,12,11
館山市,大西　わたる,2561,日本共産党,12,12
木更津市,大西　わたる,6348,日本共産党,12,12
鴨川市,大西　わたる,1444,日本共産党,12,12
君津市,大西　わたる,3970,日本共産党,12,12
富津市,大西　わたる,2173,日本共産党,12,12
袖ヶ浦市,大西　わたる,3032,日本共産党,12,12
南房総市,大西　わたる,2145,日本共産党,12,12
鋸南町,大西　わたる,509,日本共産党,12,12
館山市,浜田　やすかず,11389,自由民主党,12,12
木更津市,浜田　やすかず,32436,自由民主党,12,12
鴨川市,浜田　やすかず,9705,自由民主党,12,12
君津市,浜田　やすかず,23169,自由民主党,12,12
富津市,浜田　やすかず,13785,自由民主党,12,12
袖ヶ浦市,浜田　やすかず,15350,自由民主党,12,12
南房総市,浜田　やすかず,11480,自由民主党,12,12
鋸南町,浜田　やすかず,2761,自由民主党,12,12
館山市,ひだか　剛,3925,希望の党,12,12
木更津市,ひだか　剛,10114,希望の党,12,12
鴨川市,ひだか　剛,2542,希望の党,12,12
君津市,ひだか　剛,7548,希望の党,12,12
富津市,ひだか　剛,3211,希望の党,12,12
袖ヶ浦市,ひだか　剛,5304,希望の党,12,12
南房総市,ひだか　剛,3145,希望の党,12,12
鋸南町,ひだか　剛,782,希望の党,12,12
館山市,皆川　真一郎,1452,社会民主党,12,12
木更津市,皆川　真一郎,2661,社会民主党,12,12
鴨川市,皆川　真一郎,868,社会民主党,12,12
君津市,皆川　真一郎,2085,社会民主党,12,12
富津市,皆川　真一郎,884,社会民主党,12,12
袖ヶ浦市,皆川　真一郎,1516,社会民主党,12,12
南房総市,皆川　真一郎,1040,社会民主党,12,12
鋸南町,皆川　真一郎,207,社会民主党,12,12
船橋市（13区）,みやかわ　伸,9069,立憲民主党,12,13
柏市（13区）,みやかわ　伸,5417,立憲民主党,12,13
鎌ケ谷市,みやかわ　伸,13204,立憲民主党,12,13
印西市,みやかわ　伸,12233,立憲民主党,12,13
白井市,みやかわ　伸,8534,立憲民主党,12,13
富里市,みやかわ　伸,3892,立憲民主党,12,13
酒々井町,みやかわ　伸,2463,立憲民主党,12,13
栄町,みやかわ　伸,2619,立憲民主党,12,13
船橋市（13区）,さいとう　和子,5533,日本共産党,12,13
柏市（13区）,さいとう　和子,1707,日本共産党,12,13
鎌ケ谷市,さいとう　和子,4474,日本共産党,12,13
印西市,さいとう　和子,3158,日本共産党,12,13
白井市,さいとう　和子,2465,日本共産党,12,13
富里市,さいとう　和子,1657,日本共産党,12,13
酒々井町,さいとう　和子,877,日本共産党,12,13
栄町,さいとう　和子,808,日本共産党,12,13
船橋市（13区）,しらすか　貴樹　,12833,自由民主党,12,13
柏市（13区）,しらすか　貴樹　,9985,自由民主党,12,13
鎌ケ谷市,しらすか　貴樹　,19626,自由民主党,12,13
印西市,しらすか　貴樹　,20398,自由民主党,12,13
白井市,しらすか　貴樹　,12409,自由民主党,12,13
富里市,しらすか　貴樹　,8975,自由民主党,12,13
酒々井町,しらすか　貴樹　,4051,自由民主党,12,13
栄町,しらすか　貴樹　,4804,自由民主党,12,13
船橋市（13区）,水野　ともひこ,4348,希望の党,12,13
柏市（13区）,水野　ともひこ,3426,希望の党,12,13
鎌ケ谷市,水野　ともひこ,6748,希望の党,12,13
印西市,水野　ともひこ,6446,希望の党,12,13
白井市,水野　ともひこ,3999,希望の党,12,13
富里市,水野　ともひこ,3554,希望の党,12,13
酒々井町,水野　ともひこ,1430,希望の党,12,13
栄町,水野　ともひこ,1936,希望の党,12,13
千代田区,松沢 かおる,5012,希望の党,13,1
港区1区,松沢 かおる,15467,希望の党,13,1
新宿区,松沢 かおる,19897,希望の党,13,1
千代田区,原口　みき,222.016,幸福実現党,13,1
港区1区,原口　みき,2388.07,幸福実現党,13,1
新宿区,原口　みき,1196,幸福実現党,13,1
千代田区,山田　みき,13194,自由民主党,13,1
港区1区,山田　みき,32930.9,自由民主党,13,1
新宿区,山田　みき,47110,自由民主党,13,1
千代田区,マタヨシ　光雄,143,世界経済共同体党,13,1
港区1区,マタヨシ　光雄,448,世界経済共同体党,13,1
新宿区,マタヨシ　光雄,716,世界経済共同体党,13,1
千代田区,海江田　万里,10537,立憲民主党,13,1
港区1区,海江田　万里,34684,立憲民主党,13,1
新宿区,海江田　万里,51034,立憲民主党,13,1
千代田区,犬丸　光加,70,犬丸勝子と共和党,13,1
港区1区,犬丸　光加,1044,犬丸勝子と共和党,13,1
新宿区,犬丸　光加,456,犬丸勝子と共和党,13,1
中央区,辻　清人,34060,自由民主党,13,2
港区2区,辻　清人,7350,自由民主党,13,2
文京区,辻　清人,46048,自由民主党,13,2
台東区２区,辻　清人,25535,自由民主党,13,2
中央区,松尾　あきひろ,22325,立憲民主党,13,2
港区2区,松尾　あきひろ,4646,立憲民主党,13,2
文京区,松尾　あきひろ,44805,立憲民主党,13,2
台東区２区,松尾　あきひろ,19454,立憲民主党,13,2
中央区,はとやま　太郎,12836,希望の党,13,2
港区2区,はとやま　太郎,2798,希望の党,13,2
文京区,はとやま　太郎,15835,希望の党,13,2
台東区２区,はとやま　太郎,10486,希望の党,13,2
品川区（3区）,香西　かつ介,28993,日本共産党,13,3
大田区（３区）,香西　かつ介,14271,日本共産党,13,3
大島町,香西　かつ介,691,日本共産党,13,3
利島村,香西　かつ介,16,日本共産党,13,3
新島村,香西　かつ介,130,日本共産党,13,3
神津島村,香西　かつ介,62,日本共産党,13,3
三宅村,香西　かつ介,163,日本共産党,13,3
御蔵島村,香西　かつ介,34,日本共産党,13,3
八丈町,香西　かつ介,488,日本共産党,13,3
青ヶ島村,香西　かつ介,13,日本共産党,13,3
小笠原村,香西　かつ介,227,日本共産党,13,3
品川区（3区）,石原　ひろたか,68058,自由民主党,13,3
大田区（３区）,石原　ひろたか,32303,自由民主党,13,3
大島町,石原　ひろたか,2220,自由民主党,13,3
利島村,石原　ひろたか,150,自由民主党,13,3
新島村,石原　ひろたか,866,自由民主党,13,3
神津島村,石原　ひろたか,542,自由民主党,13,3
三宅村,石原　ひろたか,781,自由民主党,13,3
御蔵島村,石原　ひろたか,94,自由民主党,13,3
八丈町,石原　ひろたか,2072,自由民主党,13,3
青ヶ島村,石原　ひろたか,68,自由民主党,13,3
小笠原村,石原　ひろたか,554,自由民主党,13,3
品川区（3区）,まつばら　仁,58431,希望の党,13,3
大田区（３区）,まつばら　仁,31856,希望の党,13,3
大島町,まつばら　仁,927,希望の党,13,3
利島村,まつばら　仁,43,希望の党,13,3
新島村,まつばら　仁,482,希望の党,13,3
神津島村,まつばら　仁,309,希望の党,13,3
三宅村,まつばら　仁,363,希望の党,13,3
御蔵島村,まつばら　仁,57,希望の党,13,3
八丈町,まつばら　仁,1420,希望の党,13,3
青ヶ島村,まつばら　仁,26,希望の党,13,3
小笠原村,まつばら　仁,466,希望の党,13,3
大田区（４区）,井戸　まさえ,53480,立憲民主党,13,4
大田区（４区）,平　将明,115239,自由民主党,13,4
大田区（４区）,ナンバ　みちよ,35352,希望の党,13,4
大田区（４区）,青山　コウヘイ,26037,日本共産党,13,4
目黒区,手塚　よしお,34238,立憲民主党,13,5
世田谷区（５区）,手塚　よしお,64944,立憲民主党,13,5
目黒区,福田　峰之,15646,希望の党,13,5
世田谷区（５区）,福田　峰之,30091,希望の党,13,5
目黒区,若宮　けんじ,34334,自由民主党,13,5
世田谷区（５区）,若宮　けんじ,66980,自由民主党,13,5
世田谷区（６区）,おち　たかお,98422,自由民主党,13,6
世田谷区（６区）,落合　貴之,100400,立憲民主党,13,6
世田谷区（６区）,中岡　まき,4307,幸福実現党,13,6
世田谷区（６区）,うえまつ　恵美子,42862,希望の党,13,6
品川区（7区）,松本　文明,6200,自由民主党,13,7
目黒区（7区）,松本　文明,15924,自由民主党,13,7
